BALANCE,BALANCE_FREQUENCY,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
6983.408463,1.0,0.0,0.0,3354.686368,0.0,0.0,0.333333,11.0,0.0,7700.0,1116.8962119999999,25697.63772,0.0,12.0
5044.179003,1.0,0.0,966.6,774.254505,0.0,1.0,0.083333,3.0,48.0,4500.0,3332.360525,31871.36379,0.0,12.0
4628.109931,1.0,0.0,912.54,0.0,0.0,1.0,0.0,0.0,21.0,5000.0,3746.3057590000003,56370.041170000004,0.0,12.0
2431.019916,0.818182,729.82,0.0,2555.9098719999997,0.181818,0.0,0.181818,13.0,4.0,3500.0,46.969049,18924.00199,0.0,11.0
6851.39075,0.909091,117.0,3887.0,10616.27014,0.181818,0.818182,0.363636,17.0,18.0,7500.0,6746.5317,22011.7798,0.0,11.0
8038.893195000001,1.0,0.0,0.0,197.91558600000002,0.0,0.0,0.166667,8.0,0.0,9000.0,3569.182969,43132.72823,0.0,12.0
2569.237357,1.0,0.0,0.0,498.66784900000005,0.0,0.0,0.25,14.0,0.0,2500.0,188.855192,16536.25119,0.0,12.0
6022.224462,1.0,0.0,0.0,4111.465632,0.0,0.0,0.166667,6.0,0.0,7000.0,4560.775720000001,42629.55117,0.0,12.0
4028.0364799999998,1.0,35.0,0.0,0.0,0.083333,0.0,0.0,0.0,1.0,4000.0,328.496865,20551.61978,0.0,12.0
3345.311478,1.0,20.0,747.13,0.0,0.083333,1.0,0.0,0.0,70.0,3000.0,976.9168699999999,26873.51595,0.0,12.0
4972.108843,1.0,45.65,2026.92,0.0,0.083333,1.0,0.0,0.0,37.0,4500.0,1497.318035,29019.802880000003,0.0,12.0
9024.812044,1.0,0.0,0.0,2750.442399,0.0,0.0,0.083333,2.0,0.0,9000.0,302.48422400000004,61031.6186,0.0,12.0
2383.4279850000003,1.0,95.08,0.0,2437.054164,0.083333,0.0,0.166667,4.0,3.0,2500.0,145.154675,16415.732790000002,0.0,12.0
1718.885963,1.0,0.0,578.78,0.0,0.0,0.666667,0.0,0.0,14.0,1000.0,294.15387200000004,20316.09631,0.0,12.0
5134.553859000001,1.0,669.0,1833.34,0.0,0.083333,0.833333,0.0,0.0,67.0,6000.0,528.1344349999999,25312.16069,0.0,12.0
3002.7910039999997,1.0,2463.0,0.0,797.15895,0.166667,0.0,0.166667,3.0,3.0,3000.0,431.716492,16638.73385,0.0,12.0
