BALANCE,BALANCE_FREQUENCY,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
81.584711,0.272727,0.0,0.0,2985.300006,0.0,0.0,0.166667,5.0,0.0,9500.0,116.569033,164.692136,0.0,12.0
1619.955708,1.0,739.44,0.0,0.0,0.666667,0.0,0.0,0.0,11.0,6000.0,417.128532,389.138517,0.0,12.0
4.708041000000001,0.363636,0.0,79.0,0.0,0.0,0.166667,0.0,0.0,3.0,7000.0,217.820198,121.781205,1.0,12.0
0.62424,0.090909,0.0,389.96,0.0,0.0,1.0,0.0,0.0,31.0,4500.0,0.0,0.0,0.0,12.0
156.216753,0.818182,585.63,769.23,0.0,0.333333,0.833333,0.0,0.0,34.0,5500.0,858.976682,108.319927,0.0,12.0
175.341651,0.818182,1252.36,256.54,0.0,0.416667,0.333333,0.0,0.0,14.0,5000.0,1884.2277780000002,136.639824,1.0,12.0
223.763616,0.636364,0.0,2309.78,0.0,0.0,0.5,0.0,0.0,12.0,6500.0,1206.81188,99.372848,0.333333,12.0
54.933231000000006,0.272727,0.0,495.0,0.0,0.0,0.166667,0.0,0.0,2.0,7000.0,1969.845566,147.049952,1.0,12.0
1464.324632,1.0,1174.39,0.0,0.0,0.25,0.0,0.0,0.0,8.0,9000.0,0.0,0.0,0.0,12.0
2114.1586829999997,1.0,0.0,5580.85,0.0,0.0,1.0,0.0,0.0,75.0,8500.0,3564.9777740000004,630.00413,0.0,12.0
116.654149,0.272727,907.0,0.0,273.558033,0.25,0.0,0.083333,1.0,8.0,5000.0,0.0,0.0,0.0,12.0
764.042156,0.818182,0.0,0.0,1307.102516,0.0,0.0,0.166667,3.0,0.0,7500.0,1566.8068970000002,172.959728,0.0,12.0
2163.678757,1.0,3436.53,2342.83,0.0,1.0,1.0,0.0,0.0,97.0,6500.0,4416.412679999999,546.439139,0.0,12.0
3057.400553,1.0,1025.0,0.0,0.0,0.083333,0.0,0.0,0.0,2.0,7500.0,698.854095,819.682666,0.0,12.0
264.811595,1.0,28.65,0.0,384.26178,0.083333,0.0,0.083333,1.0,1.0,9000.0,1235.630069,194.324456,0.083333,12.0
1523.911458,1.0,3322.28,753.09,0.0,1.0,1.0,0.0,0.0,31.0,6500.0,2254.2600199999997,329.29648,0.0,12.0
49.206255999999996,1.0,0.0,870.24,0.0,0.0,1.0,0.0,0.0,24.0,8000.0,835.8399519999999,193.011166,1.0,12.0
106.455975,0.636364,789.53,1673.59,0.0,0.5,1.0,0.0,0.0,46.0,4000.0,2573.722764,95.342224,0.636364,12.0
823.103926,0.363636,0.0,131.64,0.0,0.0,1.0,0.0,0.0,12.0,8000.0,2916.071564,243.199498,0.0,12.0
349.441102,1.0,1393.5,581.9,0.0,0.416667,0.333333,0.0,0.0,17.0,4000.0,1795.012223,167.219681,0.0,12.0
36.236312,0.454545,0.0,256.11,0.0,0.0,0.416667,0.0,0.0,5.0,5300.0,831.375322,189.036967,0.166667,12.0
0.0,0.0,0.0,23.0,0.0,0.0,0.083333,0.0,0.0,1.0,5000.0,0.0,0.0,0.0,12.0
1706.014379,1.0,0.0,147.78,1657.090283,0.0,0.166667,0.25,4.0,2.0,6000.0,1186.0627650000001,374.595505,0.0,12.0
38.615644,0.727273,280.4,0.0,0.0,0.25,0.0,0.0,0.0,3.0,6150.0,254.39298399999998,55.79974,0.090909,12.0
189.687964,1.0,66.14,0.0,0.0,0.083333,0.0,0.0,0.0,2.0,6000.0,0.0,0.0,0.0,12.0
281.17037799999997,0.818182,56.8,3106.89,0.0,0.083333,0.666667,0.0,0.0,36.0,8000.0,2422.911622,187.046284,0.8888889999999999,12.0
1973.8149640000001,1.0,873.0,0.0,0.0,0.166667,0.0,0.0,0.0,5.0,8000.0,541.722532,762.682834,0.0,12.0
64.08090899999999,0.454545,600.0,327.0,0.0,0.083333,0.166667,0.0,0.0,4.0,5000.0,1260.16384,59.04439,0.22222199999999998,12.0
3670.50596,1.0,876.13,89.37,0.0,0.5,0.083333,0.0,0.0,9.0,7500.0,1034.932404,941.496383,0.0,12.0
2458.376257,0.818182,0.0,0.0,102.275984,0.0,0.0,0.083333,1.0,0.0,7500.0,4543.6348100000005,647.20869,0.0,12.0
768.004936,1.0,336.41,0.0,0.0,0.75,0.0,0.0,0.0,9.0,6000.0,947.696134,217.027653,0.0,12.0
2.4332540000000003,0.181818,0.0,36.0,0.0,0.0,0.083333,0.0,0.0,2.0,7500.0,0.0,0.0,0.0,12.0
2422.311938,1.0,3456.25,1034.44,188.783221,0.916667,1.0,0.083333,1.0,52.0,8500.0,5763.666926,582.589765,0.0,12.0
3061.213971,1.0,1792.7,36.5,0.0,1.0,0.083333,0.0,0.0,17.0,7000.0,971.234118,985.954762,0.0,12.0
3019.019487,1.0,1356.33,904.08,0.0,0.416667,0.75,0.0,0.0,25.0,8500.0,2187.930651,739.2248940000001,0.0,12.0
1255.9018210000002,1.0,1038.81,0.0,1092.6347039999998,0.916667,0.0,0.083333,1.0,21.0,5700.0,1215.454299,422.33109800000005,0.0,12.0
4014.388265,1.0,1189.52,0.0,0.0,1.0,0.0,0.0,0.0,12.0,8000.0,0.0,0.0,0.0,12.0
48.898610999999995,0.545455,0.0,247.09,182.357669,0.0,0.416667,0.166667,3.0,7.0,5500.0,409.594792,69.921472,0.0,12.0
1272.927288,1.0,4783.34,566.85,0.0,1.0,0.916667,0.0,0.0,101.0,8000.0,5825.602115,318.305326,0.166667,12.0
558.4767009999999,1.0,630.03,0.0,0.0,0.090909,0.0,0.0,0.0,1.0,5500.0,426.092563,213.36969399999998,0.0,11.0
614.263149,0.727273,74.8,334.13,0.0,0.083333,0.5,0.0,0.0,10.0,9000.0,2161.153147,312.343947,0.0,12.0
1082.33027,1.0,657.78,2322.68,0.0,0.5,1.0,0.0,0.0,50.0,6000.0,1116.967993,289.439818,0.0,12.0
2734.66412,1.0,560.73,0.0,0.0,0.916667,0.0,0.0,0.0,11.0,7500.0,717.798364,670.049653,0.0,12.0
80.70880600000001,1.0,569.9,0.0,0.0,0.166667,0.0,0.0,0.0,3.0,9500.0,634.000055,92.012927,0.083333,12.0
535.947221,1.0,3016.98,1533.83,438.469118,0.916667,1.0,0.083333,1.0,99.0,8500.0,4317.191232,208.73456000000002,0.916667,12.0
32.124999,0.272727,380.89,0.0,0.0,0.083333,0.0,0.0,0.0,1.0,5700.0,0.0,0.0,0.0,12.0
1504.82705,1.0,630.0,1380.0,1189.292764,0.166667,1.0,0.083333,1.0,14.0,8500.0,859.8299460000001,479.831475,0.0,12.0
668.956687,1.0,148.12,76.08,0.0,0.083333,0.416667,0.0,0.0,9.0,9500.0,568.336995,272.270427,0.0,12.0
83.14828299999999,0.636364,843.34,0.0,0.0,0.5,0.0,0.0,0.0,17.0,6500.0,1024.267592,122.850835,0.5,12.0
41.833264,1.0,0.0,456.36,0.0,0.0,0.916667,0.0,0.0,14.0,6000.0,370.996177,163.28761799999998,0.333333,12.0
1521.1681,1.0,245.98,0.0,2792.67597,0.166667,0.0,0.25,3.0,2.0,6000.0,2261.523522,388.25800899999996,0.0,12.0
208.131845,1.0,451.5,1709.88,0.0,0.166667,1.0,0.0,0.0,41.0,4500.0,2059.879468,165.05215,1.0,12.0
169.088238,1.0,446.07,1036.12,0.0,0.583333,0.666667,0.0,0.0,26.0,6000.0,1289.570234,173.686552,0.666667,12.0
515.9047860000001,1.0,2399.78,2959.24,0.0,1.0,1.0,0.0,0.0,60.0,6000.0,0.0,0.0,0.0,12.0
0.47871400000000003,0.090909,159.0,575.97,0.0,0.083333,0.75,0.0,0.0,16.0,6000.0,1159.135064,0.0,0.0,12.0
2233.074041,1.0,445.2,0.0,0.0,0.166667,0.0,0.0,0.0,4.0,8000.0,1042.991769,579.587654,0.0,12.0
353.198215,1.0,3032.97,52.72,0.0,1.0,0.083333,0.0,0.0,21.0,8500.0,2690.5256870000003,192.66679,1.0,12.0
92.44074300000001,0.909091,1080.0,0.0,0.0,0.75,0.0,0.0,0.0,12.0,6000.0,1077.058667,169.005281,1.0,12.0
706.6759910000001,1.0,2417.41,303.75,0.0,0.5,1.0,0.0,0.0,32.0,6500.0,4952.900653,280.821958,0.083333,12.0
1897.672025,1.0,422.18,0.0,0.0,1.0,0.0,0.0,0.0,12.0,5500.0,2961.6321989999997,440.30634000000003,0.0,12.0
21.580264,0.909091,0.0,284.72,0.0,0.0,0.666667,0.0,0.0,16.0,5000.0,344.16141600000003,155.79285900000002,0.8,12.0
36.567901,0.090909,1098.31,0.0,0.0,0.083333,0.0,0.0,0.0,1.0,4800.0,0.0,0.0,0.0,12.0
41.754778,0.181818,636.15,0.0,0.0,0.166667,0.0,0.0,0.0,5.0,8500.0,918.4142109999999,57.150516,0.181818,12.0
1937.246177,1.0,1702.62,1316.31,0.0,1.0,1.0,0.0,0.0,99.0,5000.0,3909.837604,444.12429000000003,0.166667,12.0
1128.2293869999999,1.0,3529.88,1539.0,0.0,1.0,1.0,0.0,0.0,76.0,4500.0,3904.568067,373.931063,0.083333,12.0
8.520292,0.545455,64.12,0.0,0.0,0.166667,0.0,0.0,0.0,2.0,7000.0,176.60054499999998,76.462301,0.0,12.0
1.838084,0.272727,16.5,0.0,0.0,0.083333,0.0,0.0,0.0,1.0,6000.0,57.595082999999995,67.1925,0.0,12.0
816.82453,0.3,42.3,0.0,3967.7099729999995,0.1,0.0,0.2,5.0,1.0,6000.0,361.853722,645.320421,0.0,10.0
1535.248256,1.0,857.36,0.0,0.0,1.0,0.0,0.0,0.0,13.0,6550.0,3239.629759,411.871046,0.083333,12.0
1508.5137650000001,0.818182,1247.12,1500.0,246.046033,0.083333,0.166667,0.083333,1.0,4.0,5000.0,4730.374245,481.558276,0.1,12.0
437.78987300000006,1.0,223.0,1309.1,0.0,0.166667,0.666667,0.0,0.0,14.0,5000.0,1834.3689530000001,212.770698,0.0,12.0
1322.057239,1.0,0.0,0.0,76.260896,0.0,0.0,0.090909,1.0,0.0,6200.0,802.038512,291.307669,0.0,11.0
62.287137,1.0,279.99,983.3,0.0,1.0,0.583333,0.0,0.0,25.0,9500.0,1356.425369,179.894243,0.4,12.0
318.03434,1.0,0.0,1277.58,0.0,0.0,1.0,0.0,0.0,20.0,7000.0,552.7347139999999,173.336309,0.0,12.0
681.615445,1.0,290.0,3827.24,0.0,0.166667,1.0,0.0,0.0,229.0,6000.0,4561.589382,199.730537,0.0,12.0
133.405494,0.545455,1028.0,318.9,0.0,0.083333,0.416667,0.0,0.0,14.0,8000.0,1369.437449,98.678839,0.333333,12.0
654.574445,1.0,0.0,0.0,2819.60583,0.0,0.0,0.083333,3.0,0.0,8000.0,422.878799,269.17899500000004,0.0,12.0
598.7877599999999,1.0,0.0,519.0,0.0,0.0,0.636364,0.0,0.0,9.0,4500.0,621.255763,210.248259,0.0,11.0
87.442862,0.818182,186.32,600.0,0.0,0.090909,0.545455,0.0,0.0,7.0,7500.0,881.284581,97.186371,0.666667,11.0
123.394089,0.909091,0.0,1450.68,0.0,0.0,1.0,0.0,0.0,20.0,6000.0,1583.421932,137.826186,0.454545,12.0
636.669685,1.0,1892.38,130.0,0.0,0.916667,0.333333,0.0,0.0,19.0,6000.0,939.306791,301.00074900000004,0.0,12.0
52.229659000000005,1.0,0.0,565.5,101.13737900000001,0.0,1.0,0.083333,1.0,14.0,8500.0,2768.795805,199.803721,0.25,12.0
206.59686499999998,0.363636,1726.67,0.0,0.0,0.166667,0.0,0.0,0.0,4.0,6000.0,4804.383296,128.83465800000002,0.0,12.0
2597.400267,1.0,518.44,1230.29,0.0,0.416667,1.0,0.0,0.0,31.0,6500.0,2497.488126,1584.520204,0.0,12.0
911.2818619999999,1.0,70.0,0.0,0.0,0.083333,0.0,0.0,0.0,1.0,8500.0,566.292758,218.497636,0.0,12.0
45.753138,0.545455,0.0,449.96,0.0,0.0,0.5,0.0,0.0,8.0,7000.0,1023.2091640000001,127.78905,0.6,12.0
456.648662,1.0,2305.33,1050.0,0.0,0.583333,0.833333,0.0,0.0,27.0,6500.0,2087.8717469999997,207.584121,0.363636,12.0
204.329381,1.0,6558.55,0.0,0.0,1.0,0.0,0.0,0.0,74.0,7000.0,5872.707939,169.703195,0.916667,12.0
813.185305,1.0,7280.27,913.78,0.0,1.0,1.0,0.0,0.0,121.0,6000.0,7069.804042,216.277252,0.583333,12.0
911.893997,1.0,1527.3,77.5,1302.014616,0.25,0.083333,0.083333,2.0,11.0,4500.0,191.366024,307.812023,0.083333,12.0
126.207012,0.636364,0.0,913.0,0.0,0.0,0.333333,0.0,0.0,5.0,7500.0,1718.487894,140.181283,1.0,12.0
128.175207,0.818182,0.0,182.94,0.0,0.0,0.833333,0.0,0.0,10.0,5000.0,1391.649702,186.774371,0.3,12.0
32.042424,0.909091,0.0,489.39,0.0,0.0,0.75,0.0,0.0,11.0,4500.0,353.57025899999996,132.13182,0.666667,12.0
257.997181,1.0,185.0,835.47,0.0,0.083333,0.916667,0.0,0.0,27.0,6500.0,1099.1575699999999,163.15511899999998,0.0,12.0
77.45581,1.0,270.52,287.76,0.0,0.25,0.833333,0.0,0.0,14.0,8000.0,601.746596,149.98251299999998,0.333333,12.0
2569.379868,1.0,162.95,809.7,1390.3671550000001,0.166667,0.5,0.166667,5.0,15.0,5500.0,807.0476219999999,590.361005,0.0,12.0
2883.906333,1.0,4300.42,319.92,0.0,0.583333,1.0,0.0,0.0,21.0,7500.0,6476.333335,1090.368608,0.083333,12.0
68.039722,0.454545,734.11,0.0,0.0,0.333333,0.0,0.0,0.0,6.0,5000.0,1537.307484,102.554198,0.5,12.0
64.329876,0.272727,482.03,145.0,0.0,0.166667,0.166667,0.0,0.0,8.0,6000.0,1513.704151,112.874987,1.0,12.0
76.93561,0.833333,277.0,0.0,0.0,0.333333,0.0,0.0,0.0,2.0,8500.0,814.605178,109.433095,0.333333,6.0
1296.9221189999998,1.0,2327.49,0.0,1873.271885,0.666667,0.0,0.25,6.0,18.0,6000.0,2322.412643,360.67075800000003,0.0,12.0
194.493602,1.0,0.0,1174.76,0.0,0.0,1.0,0.0,0.0,41.0,4500.0,1280.294998,203.755356,0.0,12.0
2154.175363,1.0,1628.07,0.0,0.0,0.333333,0.0,0.0,0.0,8.0,5000.0,654.505745,507.655831,0.0,12.0
1866.6085920000003,1.0,1494.5,0.0,0.0,0.416667,0.0,0.0,0.0,8.0,8500.0,2031.5892820000001,462.41515,0.0,12.0
2450.031338,1.0,824.21,853.86,0.0,0.25,1.0,0.0,0.0,33.0,6500.0,682.930065,512.0733849999999,0.0,12.0
1642.024936,1.0,2094.38,0.0,0.0,0.416667,0.0,0.0,0.0,17.0,4500.0,576.699993,556.378998,0.0,12.0
724.261595,1.0,198.4,427.06,0.0,0.166667,0.5,0.0,0.0,10.0,7500.0,721.0810230000001,234.27768700000001,0.0,12.0
2469.6656550000002,1.0,963.13,0.0,0.0,0.666667,0.0,0.0,0.0,16.0,7000.0,566.87028,639.521888,0.0,12.0
107.298227,0.636364,0.0,1084.09,0.0,0.0,0.666667,0.0,0.0,9.0,8000.0,1515.629124,152.094041,0.714286,12.0
1246.3938050000002,1.0,907.05,850.42,0.0,0.416667,1.0,0.0,0.0,80.0,5000.0,1254.376139,309.54283399999997,0.0,12.0
2147.939753,0.818182,117.57,0.0,1022.2307199999999,0.083333,0.0,0.083333,2.0,2.0,8000.0,5441.8768820000005,542.296729,0.1,12.0
32.612745000000004,1.0,769.41,454.0,0.0,1.0,0.916667,0.0,0.0,25.0,6000.0,1222.343069,129.30414199999998,0.8,12.0
1803.955439,1.0,801.35,243.08,103.174612,0.416667,0.333333,0.083333,1.0,23.0,5000.0,1068.8059130000001,518.001095,0.0,12.0
544.879717,1.0,3301.6,3176.0,0.0,1.0,0.916667,0.0,0.0,83.0,7500.0,6381.2361359999995,235.66104500000003,0.833333,12.0
62.321569999999994,0.636364,468.0,133.35,0.0,0.333333,0.333333,0.0,0.0,10.0,7000.0,704.075312,161.420141,0.25,12.0
8.555864,1.0,0.0,0.0,75.612993,0.0,0.0,0.083333,1.0,0.0,5000.0,74.218884,96.13968,0.0,12.0
299.765294,1.0,1136.7,1215.5,0.0,0.666667,0.75,0.0,0.0,30.0,6500.0,2671.2797960000003,185.468819,0.25,12.0
0.0,0.0,0.0,0.0,310.888779,0.0,0.0,0.083333,1.0,0.0,9000.0,0.0,0.0,0.0,12.0
558.989996,0.818182,1234.0,3318.44,0.0,0.166667,0.583333,0.0,0.0,15.0,5000.0,5496.3438240000005,173.931803,1.0,12.0
2515.968879,1.0,926.9,950.34,0.0,0.166667,0.083333,0.0,0.0,29.0,8500.0,4503.07943,810.909841,0.083333,12.0
408.069031,1.0,3660.97,0.0,0.0,1.0,0.0,0.0,0.0,33.0,7500.0,4471.044825,188.40999399999998,0.666667,12.0
2331.38017,1.0,1310.9,608.76,0.0,0.416667,0.75,0.0,0.0,34.0,6000.0,6725.483653,609.1615360000001,0.0,12.0
331.586253,1.0,1653.98,2049.38,0.0,1.0,1.0,0.0,0.0,54.0,7500.0,3229.189675,195.370312,0.916667,12.0
278.142977,1.0,367.0,1534.94,0.0,0.166667,1.0,0.0,0.0,34.0,4500.0,1624.241905,168.938924,0.0,12.0
983.339069,1.0,3073.82,2527.72,36.336457,0.75,1.0,0.083333,1.0,182.0,7500.0,4807.552996,207.134142,0.166667,12.0
1.4117540000000002,0.2,0.0,19.9,0.0,0.0,0.1,0.0,0.0,2.0,6500.0,49.622958000000004,48.782575,0.5,10.0
233.39549100000002,0.818182,2025.0,0.0,385.62779,0.75,0.0,0.083333,1.0,21.0,6000.0,2420.445403,118.312302,0.5,12.0
546.844163,1.0,1587.34,839.92,0.0,1.0,1.0,0.0,0.0,30.0,5000.0,1747.703784,176.211823,0.333333,12.0
1495.801569,1.0,320.03,100.0,0.0,0.25,1.0,0.0,0.0,16.0,6600.0,1283.885302,389.191998,0.0,12.0
255.052529,1.0,1439.07,1827.96,0.0,1.0,1.0,0.0,0.0,101.0,6000.0,2841.850383,173.710118,1.0,12.0
838.616485,1.0,375.57,0.0,99.587515,0.25,0.0,0.083333,1.0,3.0,6000.0,779.057364,179.42685,0.0,12.0
88.823762,1.0,0.0,291.65,0.0,0.0,0.666667,0.0,0.0,10.0,8000.0,341.378477,209.31758200000002,0.083333,12.0
2386.932058,1.0,181.81,679.98,457.699229,0.166667,0.166667,0.083333,1.0,7.0,6000.0,6532.686986,634.388953,0.083333,12.0
1355.180523,0.909091,2549.65,6271.02,0.0,0.583333,0.583333,0.0,0.0,37.0,6500.0,3609.3238969999998,416.412205,0.0,12.0
2398.26262,1.0,0.0,0.0,722.3614980000001,0.0,0.0,0.416667,8.0,0.0,6000.0,738.312743,879.041116,0.0,12.0
83.27934499999999,1.0,0.0,1080.11,0.0,0.0,1.0,0.0,0.0,23.0,9000.0,1065.332527,178.11543400000002,1.0,12.0
1350.286625,1.0,642.33,0.0,0.0,0.5,0.0,0.0,0.0,12.0,9000.0,323.68316699999997,344.973051,0.0,12.0
1646.7156439999999,1.0,2580.19,140.49,0.0,0.833333,0.666667,0.0,0.0,49.0,5000.0,2800.406648,357.59148799999997,0.0,12.0
56.72026700000001,0.818182,260.0,0.0,0.0,0.083333,0.0,0.0,0.0,1.0,5500.0,278.975102,92.072121,0.0,12.0
432.915949,1.0,3628.67,801.5,0.0,1.0,1.0,0.0,0.0,78.0,8500.0,4301.600928,186.739077,1.0,12.0
1252.58309,1.0,950.03,213.9,0.0,0.75,0.416667,0.0,0.0,22.0,5000.0,0.0,0.0,0.0,12.0
1557.7500890000001,1.0,204.27,79.33,0.0,0.125,0.125,0.0,0.0,2.0,5000.0,424.82975700000003,282.152847,0.0,8.0
708.509086,1.0,1734.61,375.0,366.008558,0.583333,1.0,0.166667,3.0,19.0,6500.0,4591.162882,296.681069,0.181818,12.0
298.592251,1.0,620.16,1183.93,327.479813,0.916667,0.666667,0.25,3.0,27.0,7500.0,1672.051219,190.893951,0.181818,12.0
88.242406,0.636364,0.0,758.31,0.0,0.0,0.5,0.0,0.0,7.0,6000.0,501.41400999999996,83.04101899999999,0.416667,12.0
2435.823938,1.0,393.5,355.8,0.0,0.083333,0.5,0.0,0.0,8.0,8500.0,2501.1250379999997,541.5124099999999,0.0,12.0
4.607593,0.181818,44.55,0.0,0.0,0.083333,0.0,0.0,0.0,1.0,6000.0,267.147917,88.028446,0.0,12.0
197.555397,1.0,0.0,1876.8,0.0,0.0,1.0,0.0,0.0,12.0,5000.0,1715.207478,163.663033,1.0,12.0
81.762162,0.909091,521.46,255.58,0.0,0.5,0.75,0.0,0.0,20.0,7500.0,753.811533,162.763716,0.0,12.0
1773.445786,1.0,2986.66,1517.59,0.0,0.5,0.416667,0.0,0.0,37.0,8500.0,278.70437000000004,561.333282,0.0,12.0
227.07351,1.0,1682.03,687.98,0.0,0.333333,1.0,0.0,0.0,35.0,4200.0,1948.361057,162.995748,0.833333,12.0
674.817091,1.0,0.0,1152.83,0.0,0.0,1.0,0.0,0.0,21.0,7000.0,0.0,0.0,0.0,12.0
1358.890643,1.0,28.0,61.9,0.0,0.083333,0.166667,0.0,0.0,4.0,7000.0,323.344372,409.65366,0.0,12.0
1255.779743,1.0,385.0,0.0,0.0,0.166667,0.0,0.0,0.0,2.0,5000.0,0.0,0.0,0.0,12.0
2173.621597,1.0,200.0,0.0,201.40473500000002,0.083333,0.0,0.25,4.0,1.0,8000.0,495.968187,502.76545300000004,0.0,12.0
1374.460976,1.0,0.0,1990.81,0.0,0.0,0.916667,0.0,0.0,31.0,5000.0,0.0,0.0,0.0,12.0
1254.970145,1.0,769.34,0.0,2234.780695,0.166667,0.0,0.333333,7.0,3.0,7000.0,0.0,0.0,0.0,12.0
1948.4343149999997,1.0,324.3,0.0,1468.08356,0.166667,0.0,0.166667,4.0,4.0,5000.0,0.0,0.0,0.0,12.0
802.274379,0.636364,0.0,150.0,3714.01114,0.0,0.25,0.166667,2.0,3.0,6000.0,0.0,0.0,0.0,12.0
21.681507999999997,1.0,0.0,299.04,0.0,0.0,1.0,0.0,0.0,12.0,7500.0,320.616627,188.367946,0.916667,12.0
902.099225,0.818182,4674.21,406.64,0.0,0.333333,0.25,0.0,0.0,12.0,8000.0,177.879919,258.715978,0.0,12.0
4007.0291549999997,1.0,6761.29,835.8,0.0,1.0,0.333333,0.0,0.0,22.0,6500.0,0.0,0.0,0.0,12.0
128.375213,0.727273,0.0,0.0,1897.551775,0.0,0.0,0.083333,2.0,0.0,9500.0,0.0,0.0,0.0,12.0
3066.86081,1.0,0.0,84.65,0.0,0.0,0.75,0.0,0.0,9.0,8000.0,922.9620869999999,711.596731,0.0,12.0
361.588846,1.0,312.69,0.0,370.511697,0.25,0.0,0.166667,2.0,5.0,7500.0,867.628724,167.467416,0.0,12.0
79.625341,1.0,701.44,0.0,0.0,1.0,0.0,0.0,0.0,13.0,6000.0,0.0,0.0,0.0,12.0
939.152528,1.0,3364.59,77.66,0.0,0.25,0.083333,0.0,0.0,5.0,9000.0,2768.821579,267.093439,0.0,12.0
31.702357,0.181818,732.2,319.32,0.0,0.083333,1.0,0.0,0.0,16.0,4600.0,5384.409792,13.545097,0.0,12.0
2.957267,0.272727,0.0,202.72,0.0,0.0,0.833333,0.0,0.0,10.0,4500.0,31.596193,53.011601,0.0,12.0
515.135703,1.0,1272.5,1184.98,0.0,0.583333,1.0,0.0,0.0,69.0,7000.0,2858.1803670000004,177.692271,0.25,12.0
0.8675280000000001,0.272727,0.0,26.62,0.0,0.0,0.333333,0.0,0.0,4.0,4500.0,18.336805,8.745383,0.090909,12.0
179.290727,1.0,1234.77,1306.13,0.0,0.833333,0.916667,0.0,0.0,30.0,5000.0,2478.954766,168.750901,1.0,12.0
1168.040482,0.909091,801.19,311.91,0.0,0.416667,0.75,0.0,0.0,26.0,6500.0,4239.684074,563.283083,0.0,12.0
95.645669,0.272727,463.8,102.63,0.0,0.166667,0.083333,0.0,0.0,3.0,9000.0,73.895095,199.884984,0.0,12.0
51.161976,0.25,736.72,0.0,0.0,0.5,0.0,0.0,0.0,5.0,4500.0,1665.89154,54.443091,1.0,8.0
1.355556,0.727273,0.01,0.0,0.0,0.083333,0.0,0.0,0.0,1.0,6500.0,0.0,0.0,0.0,12.0
337.629461,1.0,251.44,0.0,0.0,1.0,0.0,0.0,0.0,12.0,6000.0,0.0,0.0,0.0,12.0
1538.569369,1.0,2681.99,1170.38,0.0,0.75,0.75,0.0,0.0,35.0,6000.0,3386.915692,393.411779,0.272727,12.0
463.07144000000005,1.0,1817.84,0.0,0.0,0.333333,0.0,0.0,0.0,4.0,6000.0,0.0,0.0,0.0,12.0
3946.421177,1.0,1508.54,0.0,0.0,1.0,0.0,0.0,0.0,16.0,8500.0,0.0,0.0,0.0,12.0
343.966223,1.0,0.0,3927.12,0.0,0.0,1.0,0.0,0.0,34.0,5500.0,3626.9834170000004,198.454649,0.333333,12.0
1532.2785720000002,1.0,1375.5,1236.6,0.0,0.916667,0.75,0.0,0.0,135.0,6500.0,1348.321843,433.61867199999995,0.0,12.0
1506.516549,1.0,179.56,1009.22,65.104506,0.333333,1.0,0.083333,2.0,91.0,6500.0,2813.165078,369.90186600000004,0.166667,12.0
9.503967999999999,1.0,0.0,96.62,0.0,0.0,1.0,0.0,0.0,19.0,4500.0,1086.932525,92.217936,0.25,12.0
1651.127455,1.0,478.53,241.65,0.0,0.166667,0.333333,0.0,0.0,7.0,5000.0,0.0,0.0,0.0,12.0
